"store_number","name","latitude","longitude","full_address","address","city","state","zipcode","county","phone","hours","url","provider","updated_date","country","status","directions","stock_ticker"
"3853","Huron Supercenter","44.332969","-98.217288","2791 Dakota Ave S, Huron, SD, 57350","2791 Dakota Ave S","Huron","SD","57350","Beadle","605-353-0891","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3853","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2791+Dakota+Ave+S,+Huron,+SD,+57350,+USA/","WMT:NYSE"
"1354","Washington Supercenter","35.559783","-77.06361","570 Pamlico Plz, Washington, NC, 27889","570 Pamlico Plz","Washington","NC","27889","Beaufort","252-975-2083","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1354","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/570+Pamlico+Plz,+Washington,+NC,+27889,+USA/","WMT:NYSE"
"1383","Beaufort Supercenter","32.425554","-80.734093","350 Robert Smalls Pkwy, Beaufort, SC, 29906","350 Robert Smalls Pkwy","Beaufort","SC","29906","Beaufort","843-522-8221","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1383","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/350+Robert+Smalls+Pkwy,+Beaufort,+SC,+29906,+USA/","WMT:NYSE"
"6395","Bluffton Supercenter","32.259965","-80.854194","4 Bluffton Rd, Bluffton, SC, 29910","4 Bluffton Rd","Bluffton","SC","29910","Beaufort","843-815-5159","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6395","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/4+Bluffton+Rd,+Bluffton,+SC,+29910,+USA/","WMT:NYSE"
"7181","Beaufort Supercenter","32.407536","-80.632965","265 Sea Island Pkwy, Beaufort, SC, 29907","265 Sea Island Pkwy","Beaufort","SC","29907","Beaufort","843-489-3216","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/7181","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/265+Sea+Island+Pkwy,+Beaufort,+SC,+29907,+USA/","WMT:NYSE"
"728","Hilton Head Island Supercenter","32.211604","-80.728675","25 Pembroke Dr, Hilton Head Island, SC, 29926","25 Pembroke Dr","Hilton Head Island","SC","29926","Beaufort","843-681-3011","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/728","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/25+Pembroke+Dr,+Hilton+Head+Island,+SC,+29926,+USA/","WMT:NYSE"
"505","Deridder Supercenter","30.866174","-93.288017","1125 N Pine St, Deridder, LA, 70634","1125 N Pine St","Deridder","LA","70634","Beauregard Parish","337-462-0259","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/505","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1125+N+Pine+St,+Deridder,+LA,+70634,+USA/","WMT:NYSE"
"1883","Monaca Supercenter","40.678581","-80.301528","3942 Brodhead Rd, Monaca, PA, 15061","3942 Brodhead Rd","Monaca","PA","15061","Beaver","724-773-2929","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1883","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3942+Brodhead+Rd,+Monaca,+PA,+15061,+USA/","WMT:NYSE"
"3223","Beaver Falls Supercenter","40.782333","-80.383772","100 Chippewa Town Centre, Beaver Falls, PA, 15010","100 Chippewa Town Centre","Beaver Falls","PA","15010","Beaver","724-843-1100","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3223","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/100+Chippewa+Town+Centre,+Beaver+Falls,+PA,+15010,+USA/","WMT:NYSE"
"4643","Baden Supercenter","40.658211","-80.226573","1500 Economy Way, Baden, PA, 15005","1500 Economy Way","Baden","PA","15005","Beaver","724-390-9016","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/4643","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1500+Economy+Way,+Baden,+PA,+15005,+USA/","WMT:NYSE"
"2957","Detroit Lakes Supercenter","46.825569","-95.877746","1583 Highway 10 W, Detroit Lakes, MN, 56501","1583 Highway 10 W","Detroit Lakes","MN","56501","Becker","218-847-1126","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2957","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1583+Highway+10+W,+Detroit+Lakes,+MN,+56501,+USA/","WMT:NYSE"
"134","Elk City Supercenter","35.409307","-99.37645","210 Regional Dr, Elk City, OK, 73644","210 Regional Dr","Elk City","OK","73644","Beckham","580-225-3003","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/134","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/210+Regional+Dr,+Elk+City,+OK,+73644,+USA/","WMT:NYSE"
"1684","Everett Store","40.02317","-78.44708","72 Bedford Sq, Everett, PA, 15537","72 Bedford Sq","Everett","PA","15537","Bedford","814-623-3332","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1684","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/72+Bedford+Sq,+Everett,+PA,+15537,+USA/","WMT:NYSE"
"656","Shelbyville Supercenter","35.513194","-86.452061","1880 N Main St, Shelbyville, TN, 37160","1880 N Main St","Shelbyville","TN","37160","Bedford","931-685-0499","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/656","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1880+N+Main+St,+Shelbyville,+TN,+37160,+USA/","WMT:NYSE"
"1399","Bedford Supercenter","37.325966","-79.49697","1126 E Lynchburg Salem Tpke, Bedford, VA, 24523","1126 E Lynchburg Salem Tpke","Bedford","VA","24523","Bedford","540-586-6176","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1399","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1126+E+Lynchburg+Salem+Tpke,+Bedford,+VA,+24523,+USA/","WMT:NYSE"
"3603","Forest Neighborhood Market","37.3654387","-79.2624709","16807 Forest Rd, Forest, VA, 24551","16807 Forest Rd","Forest","VA","24551","Bedford","434-209-6041","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3603","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/16807+Forest+Rd,+Forest,+VA,+24551,+USA/","WMT:NYSE"
"463","Beeville Supercenter","28.422051","-97.753283","502 E Fm 351, Beeville, TX, 78102","502 E Fm 351","Beeville","TX","78102","Bee","361-358-4764","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/463","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/502+E+Fm+351,+Beeville,+TX,+78102,+USA/","WMT:NYSE"
"2639","Gilford Supercenter","43.5668817","-71.4389761","1458 Lake Shore Rd, Gilford, NH, 03249","1458 Lake Shore Rd","Gilford","NH","03249","Belknap","603-528-8011","sunday :- 07:00 - 22:00 | monday :- 07:00 - 22:00 | tuesday :- 07:00 - 22:00 | wednesday :- 07:00 - 22:00 | thursday :- 07:00 - 22:00 | friday :- 07:00 - 22:00 | saturday :- 07:00 - 22:00","http://www.walmart.com/store/2639","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1458+Lake+Shore+Rd,+Gilford,+NH,+03249,+USA/","WMT:NYSE"
"739","Middlesboro Supercenter","36.62223","-83.707611","Us Hwy 441 Hwy 25e, Middlesboro, KY, 40965","Us Hwy 441 Hwy 25e","Middlesboro","KY","40965","Bell","606-248-9087","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/739","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/Us+Hwy+441+Hwy+25e,+Middlesboro,+KY,+40965,+USA/","WMT:NYSE"
"407","Killeen Supercenter","31.089533","-97.729372","1400 Lowes Blvd, Killeen, TX, 76542","1400 Lowes Blvd","Killeen","TX","76542","Bell","254-526-4102","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/407","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1400+Lowes+Blvd,+Killeen,+TX,+76542,+USA/","WMT:NYSE"
"6286","Killeen Supercenter","31.083227","-97.787378","3404 West Stan Schlueter Loop, Killeen, TX, 76549","3404 West Stan Schlueter Loop","Killeen","TX","76549","Bell","254-669-6168","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6286","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3404+West+Stan+Schlueter+Loop,+Killeen,+TX,+76549,+USA/","WMT:NYSE"
"3319","Harker Heights Supercenter","31.0699848","-97.6744168","2020 Heights Dr, Harker Heights, TX, 76548","2020 Heights Dr","Harker Heights","TX","76548","Bell","254-699-1021","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3319","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2020+Heights+Dr,+Harker+Heights,+TX,+76548,+USA/","WMT:NYSE"
"3450","Killeen Neighborhood Market","31.108043","-97.800293","2900 Clear Creek Road, Killeen, TX, 76549","2900 Clear Creek Road","Killeen","TX","76549","Bell","254-669-6809","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3450","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2900+Clear+Creek+Road,+Killeen,+TX,+76549,+USA/","WMT:NYSE"
"6459","Harker Heights Neighborhood Market","31.0554173","-97.6560581","960 East Fm 2410, Harker Heights, TX, 76548","960 East Fm 2410","Harker Heights","TX","76548","Bell","254-892-6990","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6459","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/960+East+Fm+2410,+Harker+Heights,+TX,+76548,+USA/","WMT:NYSE"
"3449","Killeen Neighborhood Market","31.073296","-97.707563","3801 E Stan Schlueter Loop, Killeen, TX, 76542","3801 E Stan Schlueter Loop","Killeen","TX","76542","Bell","254-669-6134","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3449","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3801+E+Stan+Schlueter+Loop,+Killeen,+TX,+76542,+USA/","WMT:NYSE"
"3816","Killeen Gas Station","31.089547","-97.729424","1380 Lowes Boulevard, Killeen, TX, 76542","1380 Lowes Boulevard","Killeen","TX","76542","Bell","254-501-7103","sunday :- 07:00 - 20:30 | monday :- 07:00 - 20:30 | tuesday :- 07:00 - 20:30 | wednesday :- 07:00 - 20:30 | thursday :- 07:00 - 20:30 | friday :- 07:00 - 20:30 | saturday :- 07:00 - 20:30","http://www.walmart.com/store/3816","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1380+Lowes+Boulevard,+Killeen,+TX,+76542,+USA/","WMT:NYSE"
"746","Temple Supercenter","31.066215","-97.367149","3401 S 31st St, Temple, TX, 76502","3401 S 31st St","Temple","TX","76502","Bell","254-778-9235","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/746","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3401+S+31st+St,+Temple,+TX,+76502,+USA/","WMT:NYSE"
"6929","Temple Supercenter","31.1146113","-97.4149287","6801 W Adams Ave, Temple, TX, 76502","6801 W Adams Ave","Temple","TX","76502","Bell","254-598-7593","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6929","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/6801+W+Adams+Ave,+Temple,+TX,+76502,+USA/","WMT:NYSE"
"1232","Belton Supercenter","31.081946","-97.460819","2604 N Main St, Belton, TX, 76513","2604 N Main St","Belton","TX","76513","Bell","254-939-0962","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 06:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1232","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2604+N+Main+St,+Belton,+TX,+76513,+USA/","WMT:NYSE"
"2199","Saint Clairsville Supercenter","40.075712","-80.875137","50739 Valley Plaza Dr, Saint Clairsville, OH, 43950","50739 Valley Plaza Dr","Saint Clairsville","OH","43950","Belmont","740-695-8410","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2199","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/50739+Valley+Plaza+Dr,+Saint+Clairsville,+OH,+43950,+USA/","WMT:NYSE"
"3233","Bemidji Supercenter","47.4966","-94.908205","2025 Paul Bunyan Dr Nw, Bemidji, MN, 56601","2025 Paul Bunyan Dr Nw","Bemidji","MN","56601","Beltrami","218-755-6120","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3233","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2025+Paul+Bunyan+Dr+Nw,+Bemidji,+MN,+56601,+USA/","WMT:NYSE"
"686","Fitzgerald Supercenter","31.689946","-83.248393","120 Benjamin H Hill Dr W, Fitzgerald, GA, 31750","120 Benjamin H Hill Dr W","Fitzgerald","GA","31750","Ben Hill","229-423-4353","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/686","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/120+Benjamin+H+Hill+Dr+W,+Fitzgerald,+GA,+31750,+USA/","WMT:NYSE"
"2289","Bennington Supercenter","42.897885","-73.210877","210 Northside Dr, Bennington, VT, 05201","210 Northside Dr","Bennington","VT","05201","Bennington","802-447-1614","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2289","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/210+Northside+Dr,+Bennington,+VT,+05201,+USA/","WMT:NYSE"
"5169","Rogers Pharmacy","36.352679","-94.128634","2252 N 8th St, Rogers, AR, 72756","2252 N 8th St","Rogers","AR","72756","Benton","479-273-4000","monday :- 08:00 - 18:00 | tuesday :- 08:00 - 18:00 | wednesday :- 08:00 - 18:00 | thursday :- 08:00 - 18:00 | friday :- 08:00 - 18:00","http://www.walmart.com/store/5169","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2252+N+8th+St,+Rogers,+AR,+72756,+USA/","WMT:NYSE"
"4376","Bentonville Neighborhood Market","36.389152","-94.219316","1400 N Walton Blvd, Bentonville, AR, 72712","1400 N Walton Blvd","Bentonville","AR","72712","Benton","479-268-9829","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/4376","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1400+N+Walton+Blvd,+Bentonville,+AR,+72712,+USA/","WMT:NYSE"
"241","Rogers Gas Station","36.280919","-94.151696","4206 S Pleasant Crossing Blvd, Rogers, AR, 72758","4206 S Pleasant Crossing Blvd","Rogers","AR","72758","Benton","479-636-0651","sunday :- 07:00 - 20:30 | monday :- 07:00 - 20:30 | tuesday :- 07:00 - 20:30 | wednesday :- 07:00 - 20:30 | thursday :- 07:00 - 20:30 | friday :- 07:00 - 20:30 | saturday :- 07:00 - 20:30","http://www.walmart.com/store/241","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/4206+S+Pleasant+Crossing+Blvd,+Rogers,+AR,+72758,+USA/","WMT:NYSE"
"2685","Bentonville Neighborhood Market","36.3342","-94.197125","3701 Se Dodson Rd, Bentonville, AR, 72712","3701 Se Dodson Rd","Bentonville","AR","72712","Benton","479-273-3742","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2685","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3701+Se+Dodson+Rd,+Bentonville,+AR,+72712,+USA/","WMT:NYSE"
"3479","Rogers Neighborhood Market","36.313274","-94.124282","1819 S 8th St, Rogers, AR, 72756","1819 S 8th St","Rogers","AR","72756","Benton","479-633-0772","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/3479","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1819+S+8th+St,+Rogers,+AR,+72756,+USA/","WMT:NYSE"
"5822","Rogers Pharmacy","36.3312667","-94.1548426","2708 S Rife Medical Ln Ste 110, Rogers, AR, 72758","2708 S Rife Medical Ln Ste 110","Rogers","AR","72758","Benton","479-636-4101","monday :- 08:00 - 18:00 | tuesday :- 08:00 - 18:00 | wednesday :- 08:00 - 18:00 | thursday :- 08:00 - 18:00 | friday :- 08:00 - 18:00","http://www.walmart.com/store/5822","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2708+S+Rife+Medical+Ln+Ste+110,+Rogers,+AR,+72758,+USA/","WMT:NYSE"
"6960","Siloam Springs Neighborhood Market","36.1752349","-94.557579","935 S Holly St, Siloam Springs, AR, 72761","935 S Holly St","Siloam Springs","AR","72761","Benton","479-549-9060","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6960","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/935+S+Holly+St,+Siloam+Springs,+AR,+72761,+USA/","WMT:NYSE"
"1","Rogers Supercenter","36.3313","-94.149024","2110 W Walnut St, Rogers, AR, 72756","2110 W Walnut St","Rogers","AR","72756","Benton","479-636-3222","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/1","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/2110+W+Walnut+St,+Rogers,+AR,+72756,+USA/","WMT:NYSE"
"5260","Rogers Supercenter","36.278895","-94.151209","4208 Pleasant Crossing Blvd, Rogers, AR, 72758","4208 Pleasant Crossing Blvd","Rogers","AR","72758","Benton","479-621-9769","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/5260","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/4208+Pleasant+Crossing+Blvd,+Rogers,+AR,+72758,+USA/","WMT:NYSE"
"4686","Bentonville Neighborhood Market","36.337252","-94.223909","906 Sw Regional Airport Blvd, Bentonville, AR, 72712","906 Sw Regional Airport Blvd","Bentonville","AR","72712","Benton","479-268-7678","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/4686","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/906+Sw+Regional+Airport+Blvd,+Bentonville,+AR,+72712,+USA/","WMT:NYSE"
"6953","Centerton Neighborhood Market","36.358876","-94.253016","1800 E Centerton Blvd, Bentonville, AR, 72712","1800 E Centerton Blvd","Bentonville","AR","72712","Benton","479-795-4100","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/6953","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/1800+E+Centerton+Blvd,+Bentonville,+AR,+72712,+USA/","WMT:NYSE"
"100","Bentonville Supercenter","36.368151","-94.224959","406 S Walton Blvd, Bentonville, AR, 72712","406 S Walton Blvd","Bentonville","AR","72712","Benton","479-273-0060","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/100","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/406+S+Walton+Blvd,+Bentonville,+AR,+72712,+USA/","WMT:NYSE"
"2741","Bentonville Neighborhood Market","36.354297","-94.171075","3510 Se 14th St, Bentonville, AR, 72712","3510 Se 14th St","Bentonville","AR","72712","Benton","479-621-6450","sunday :- 07:00 - 23:00 | monday :- 07:00 - 23:00 | tuesday :- 07:00 - 23:00 | wednesday :- 07:00 - 23:00 | thursday :- 07:00 - 23:00 | friday :- 07:00 - 23:00 | saturday :- 07:00 - 23:00","http://www.walmart.com/store/2741","Walmart","2021-03-15","USA","Open","https://www.google.com/maps/dir/Current+Location/3510+Se+14th+St,+Bentonville,+AR,+72712,+USA/","WMT:NYSE"
